name,isSafe,isPE,seemsPacked,amountOfSuspiciousSections,amountOfZeroEntropy,lowestEntropy,highestEntropy,Machine,NumberOfSections,TimeDateStamp,PointerToSymbolTable,NumberOfSymbols,SizeOfOptionalHeader,Characteristics
580,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
4712,0,1,1,0,0,3.834383103124634,7.731509733444582,332,4,1344581633,0,0,224,271
5074,0,1,1,0,0,3.770000384660344,7.767273271980641,332,4,1332675903,0,0,224,271
1716,1,1,0,0,0,0.10191042566270775,6.602644388575955,332,3,1328929463,0,0,224,258
6058,0,1,1,0,0,5.948467615674425,7.766107568822668,332,4,1344518840,0,0,224,271
4926,0,1,1,2,1,3.049167854172169,7.7197550889554485,332,6,1332154205,0,0,224,270
1604,0,1,1,0,0,6.377683402944573,7.822332791555989,332,4,1343473788,0,0,224,271
6951,0,1,1,0,0,3.996804047802154,7.7317594382157875,332,4,1344755412,0,0,224,271
3485,0,1,1,0,0,3.8067363487314534,7.765791820066371,332,4,1332576541,0,0,224,271
6474,0,1,1,0,0,0.7074284330260874,7.904343328894333,332,4,1343935512,0,0,224,271
940,0,1,1,0,0,3.8067363487314534,7.767058192858112,332,4,1332576541,0,0,224,271
6587,0,1,1,0,0,2.0042491994422744,7.976812355751409,332,4,1342207595,0,0,224,271
6139,0,1,0,1,0,1.5545988507011996,7.12687379087415,332,5,1335286877,0,0,224,270
1741,1,1,0,0,0,0.8353001732281846,5.932773712156246,34404,6,1473221468,0,0,240,34
6555,0,1,1,0,0,3.646835505920968,7.897076321034843,332,4,1334989131,0,0,224,271
6110,0,1,1,2,1,2.7064689812203295,7.904651846671005,332,3,708992537,0,0,224,33167
6452,0,1,1,6,0,0.37387747993819864,7.900087127009227,332,10,1294994336,0,0,224,258
3834,0,1,1,0,0,3.167606665802135,7.941313149933908,332,4,1334688361,0,0,224,271
5789,0,1,1,0,0,3.770000384660344,7.765101970686651,332,4,1332675903,0,0,224,271
6322,0,1,1,0,0,0.0821922343215099,7.944114533362168,332,4,1305462840,0,0,224,271
2808,0,1,1,4,3,1.9906400980354142,7.769413083285728,332,8,1332872424,0,0,224,270
4522,0,1,1,1,0,0.07269623174313791,7.6025175237568074,332,5,1331491212,0,0,224,271
3374,0,1,0,3,3,2.617643850195868,7.286775427636065,332,7,1338075666,0,0,224,270
2892,0,1,1,0,0,0.7085066178388447,7.90432265936008,332,4,1343891857,0,0,224,271
4382,0,1,0,2,2,3.4811293326716526,6.254622268521141,332,6,1336157278,0,0,224,270
6889,0,1,1,0,0,4.206686935448474,7.83655364590619,332,4,1335379208,0,0,224,271
3407,0,1,1,0,0,2.093858639482634,7.61507234996935,332,3,1333506248,0,0,224,270
480,1,1,0,1,1,0.20544562813451883,6.523610797825466,332,8,2660251867,0,0,224,33166
191,0,1,1,0,0,6.023210133321355,7.9150876454439665,332,4,1345496641,0,0,224,271
5730,0,1,0,2,2,3.4872997057636232,6.2530610635543615,332,6,1336145051,0,0,224,270
1398,0,1,1,0,0,3.469171587925266,7.827653474838134,332,4,1340783524,0,0,224,271
396,0,1,0,5,0,0.16032872589902852,7.080755751086672,332,9,1335055224,0,0,224,270
992,0,1,0,0,1,1.522619661440723,6.643807595934541,332,5,1333755894,0,0,224,8450
5554,0,1,1,0,0,6.612173940064713,7.691117450716299,332,4,1333436105,0,0,224,271
3428,0,1,1,1,0,0.06116285224115448,7.965675225184545,332,5,1343901456,0,0,224,258
41,1,1,0,0,0,2.1997038340788224,6.547290240693196,34404,5,1233230254,0,0,240,35
692,0,1,1,0,0,6.0319787254574395,7.732054193196633,332,4,1301029282,0,0,224,258
3671,1,1,0,0,0,3.674795204100089,5.612213970022011,34404,2,1328931294,0,0,240,34
4039,0,1,1,0,0,4.082515576394125,7.775729013160484,332,4,1332360683,0,0,224,271
5960,0,1,1,0,0,6.640880790516841,7.686690030769278,332,4,1333306647,0,0,224,271
2300,0,1,0,0,0,4.371781620387631,6.979322520808871,332,4,1334346029,0,0,224,270
6564,0,1,0,4,0,0.16032872589902852,7.080811199747694,332,8,1334838058,0,0,224,270
1969,0,1,1,0,0,2.006387977875609,7.757354907849256,332,5,1332898842,0,0,224,270
806,0,1,1,0,0,3.9427406393657276,7.736688043186163,332,4,1344630696,0,0,224,271
1155,0,1,1,0,1,4.126315568530637,7.8528882127754605,332,4,1302935608,0,0,224,271
1682,0,1,0,0,0,2.6063360413071415,6.643661752884318,332,5,1333985852,0,0,224,8450
2525,0,1,1,0,0,3.2562812555444203,7.946727165640067,332,4,1331893517,0,0,224,271
597,0,1,0,0,0,3.534477231814011,5.708009193316619,332,3,1306148167,0,0,224,271
6436,1,1,0,4,1,0.186582516434666,5.962006157293075,34404,11,0,49152,163,240,39
6018,0,1,1,0,0,1.4526779342599203,7.887214962014269,332,4,1333809269,0,0,224,271
865,0,1,0,0,0,6.636976428465106,7.374276654252384,332,4,1333485320,0,0,224,271
4143,0,1,0,5,0,0.16032872589902852,7.0827272738103435,332,9,1334942433,0,0,224,270
6532,0,1,1,0,1,4.054017182024851,7.887101333034391,332,4,1302935608,0,0,224,271
1168,0,1,0,5,0,0.16032872589902852,7.080747689745708,332,9,1335130825,0,0,224,270
6215,0,1,1,1,1,3.9837350453792273,7.823283977460251,332,5,1335725530,0,0,224,271
5079,0,1,0,0,1,1.5186281682213334,6.644070165747287,332,5,1333985043,0,0,224,8450
2964,0,1,1,1,0,0.28673734494102093,7.988490917456607,332,6,1276583294,0,0,224,258
2814,0,1,1,0,0,6.648464695966374,7.699801001343885,332,4,1333397172,0,0,224,271
303,0,1,1,0,1,4.080267838454982,7.852211935805095,332,4,1326871294,0,0,224,271
1856,0,1,1,0,0,3.7913947206605916,7.731883293710342,332,4,1344581633,0,0,224,271
756,1,1,0,4,1,0.19743807838821048,6.10333032740151,34404,11,19453984,35840,143,240,39
2624,0,1,1,2,1,3.049167854172169,7.719852150279552,332,6,1332167111,0,0,224,270
4719,0,1,0,0,1,1.5175455786895156,6.6434410073850465,332,5,1333760698,0,0,224,8450
4491,0,1,0,0,1,1.5173578815448348,6.643268331165142,332,5,1333758488,0,0,224,8450
342,0,1,1,0,0,3.982417446495472,7.8463593940058365,332,4,1335608472,0,0,224,271
5255,0,1,0,3,0,0.16032872589902852,6.57780528784165,332,7,1334703014,0,0,224,270
400,0,1,1,0,0,1.1369952838140192,7.968956830091725,332,4,1331844927,0,0,224,271
4117,0,1,1,0,0,2.006387977875609,7.756757606191394,332,5,1332862845,0,0,224,270
426,1,1,0,0,0,2.7229575859882598,6.546664429626907,332,5,1343345231,0,0,224,290
3807,0,1,1,0,0,4.365003733337219,7.868996686679123,332,4,1335109490,0,0,224,271
2442,0,1,0,0,0,1.6649936702546246,7.135292689867683,332,4,1335604890,0,0,224,270
2458,0,1,0,5,5,0.12943919267108936,6.049954359827661,332,8,1342252796,0,0,224,270
1982,0,1,0,0,0,1.5196124043126935,6.414933007077415,332,4,1285905558,0,0,224,258
848,1,1,0,4,1,0.19743807838821048,5.929445840860423,34404,11,28108816,31232,151,240,39
2913,0,1,1,0,0,2.076710866356221,7.5262910615631675,332,4,1332550813,0,0,224,270
3855,0,1,1,0,0,3.770000384660344,7.7665970390843775,332,4,1332675903,0,0,224,271
5851,0,1,0,0,0,2.6080500521801606,6.643844233661688,332,5,1333758959,0,0,224,8450
4108,0,1,0,0,0,6.63855785535094,7.374276654252384,332,4,1333485320,0,0,224,271
5486,0,1,1,0,0,2.2015858895064944,7.94727099454998,332,4,1342094796,0,0,224,271
1234,0,1,0,3,3,2.222951494890152,7.288309454546042,332,7,1337908833,0,0,224,270
5344,0,1,1,0,0,4.9815017427280335,7.976588999011244,332,4,1342295985,0,0,224,271
643,0,1,0,3,3,2.617643850195868,7.282091202019647,332,7,1338147612,0,0,224,270
2611,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
2462,0,1,1,0,0,6.323108564398077,7.87233023003046,332,4,1332918379,0,0,224,271
1967,0,1,1,0,0,4.6414808480222725,7.810841318196274,332,4,1341495409,0,0,224,271
4396,0,1,1,0,0,6.377699068419009,7.821723089739323,332,4,1343473788,0,0,224,271
1507,0,1,1,6,6,4.2386616699338635,7.516842814759607,332,10,1333230021,0,0,224,270
6333,0,1,1,0,0,3.4660244650379832,7.921475015425402,332,4,1343329266,0,0,224,271
3440,0,1,0,5,5,0.12943919267108936,6.045185034381859,332,8,1342354844,0,0,224,270
232,0,1,0,5,0,0.16032872589902852,7.080749220392,332,9,1335051621,0,0,224,270
549,0,1,0,0,0,2.5090234953995374,6.340691880315016,34404,6,1334666782,0,0,240,8226
3594,0,1,1,0,0,0.7074423547329675,7.904712894797087,332,4,1343908395,0,0,224,271
686,0,1,1,0,0,4.642322165964025,7.811218123447073,332,4,1341495409,0,0,224,271
3743,0,1,0,0,0,0.40554835374125364,6.628554577120619,332,4,1319571264,0,0,224,271
6742,0,1,1,1,0,0.2672130101558982,7.987786775628268,332,6,1213803723,0,0,224,258
6392,0,1,1,2,0,0.37387747993819864,7.943581576705098,332,6,1303630922,0,0,224,258
5198,0,1,1,0,0,3.0607513186767883,7.8064856568706755,332,4,1341255872,0,0,224,271
3384,0,1,0,5,5,0.12943919267108936,6.049991651756831,332,8,1342255225,0,0,224,270
5357,0,1,1,0,0,3.9978537087926043,7.731313487982059,332,4,1344755412,0,0,224,271
4311,0,1,0,1,0,1.5545988507011996,7.123961764713027,332,5,1335280858,0,0,224,270
2336,0,1,1,1,1,4.245318003577398,7.468390552164353,332,5,1335978445,0,0,224,271
6802,0,1,1,0,0,3.8934361770768153,7.80410164966812,332,4,1341301058,0,0,224,271
680,0,1,1,0,0,0.08952421866257136,7.61900740092717,332,4,1305462840,0,0,224,271
1140,0,1,1,0,0,4.6429119615055505,7.812085957170233,332,4,1341428367,0,0,224,271
4577,1,1,0,1,2,4.395276479433384,6.243022160628317,332,5,586610,0,0,224,783
4118,0,1,0,0,1,1.5183283914016426,6.6443635434325525,332,5,1333758254,0,0,224,8450
5034,0,1,0,1,0,0.06116285224115448,6.521254078378949,332,6,1341496530,0,0,224,258
1692,0,1,0,0,0,1.5771066802569238,7.130743872429175,332,4,1335375665,0,0,224,270
1731,1,1,0,0,0,1.932364535453478,5.355382250462439,34404,2,1217329007,0,0,240,302
722,0,1,1,0,0,0.7099474657339366,7.903759947281314,332,4,1343978785,0,0,224,271
2652,0,1,0,0,0,0.41644573043250227,7.106150051878442,332,4,1319571264,0,0,224,271
5758,0,1,0,0,1,1.5189690889360068,6.674702571784401,332,5,1334932159,0,0,224,8450
6905,0,1,1,0,0,0.8847770131291449,7.902591491572562,332,4,1341834331,0,0,224,271
5519,1,1,0,0,0,1.9047749217895302,6.385259841337711,34404,6,1465050937,0,0,240,34
2446,0,1,1,0,0,6.374919640032709,7.921559917568428,332,4,1343414552,0,0,224,271
4195,0,1,1,0,0,4.074325254803732,7.773669887497713,332,4,1332407685,0,0,224,271
482,0,1,1,0,0,6.2038731887726595,7.84910941386257,332,3,1303612651,0,0,224,258
475,0,1,1,0,0,4.365003733337219,7.867691053927245,332,4,1335109490,0,0,224,271
4646,0,1,0,0,1,1.7827946513478932,6.644053673932099,332,5,1331950486,0,0,224,8450
4466,0,1,1,0,0,0.6417950218118956,7.993455753125,332,4,1331754463,0,0,224,271
2200,0,1,1,5,0,0.43710972513537405,7.915316255430149,332,9,1295970970,0,0,224,258
4093,0,1,1,0,0,4.9884686834301295,7.984731993307503,332,4,1342552538,0,0,224,271
2977,0,1,0,0,0,2.609384366509552,6.674702571784401,332,5,1334932159,0,0,224,8450
3009,0,1,0,3,0,0.16032872589902852,6.998697377958377,332,7,1334709624,0,0,224,270
1052,0,1,1,6,0,0.37387747993819864,7.891343749671477,332,10,1295044304,0,0,224,258
6050,0,1,1,0,0,3.12000861515138,7.885818771580749,332,4,1333694854,0,0,224,271
359,0,1,1,2,0,0.37387747993819864,7.878129079257672,332,6,1307674046,0,0,224,258
6251,0,1,1,0,0,3.927427269109975,7.8636226738803705,332,4,1334823586,0,0,224,271
4620,0,1,1,0,0,0.0821922343215099,7.944122233900445,332,4,1305462840,0,0,224,271
50,0,1,1,0,0,2.006387977875609,7.7560199455205945,332,5,1332867628,0,0,224,270
