name,isSafe,isPE,seemsPacked,amountOfSuspiciousSections,amountOfZeroEntropy,lowestEntropy,highestEntropy,Machine,NumberOfSections,TimeDateStamp,PointerToSymbolTable,NumberOfSymbols,SizeOfOptionalHeader,Characteristics
1113,0,1,1,0,0,3.9781254319963253,7.812342517962951,332,5,1368115135,0,0,224,290
2119,1,1,0,0,0,0.4947187982579281,6.201360411910907,34404,6,1436498117,0,0,240,34
1114,0,1,0,0,0,2.609819023960272,6.621866723173388,332,5,1325125112,0,0,224,8450
2137,1,1,0,0,0,0.30140680731160896,6.1970986931464145,34404,6,1436498317,0,0,240,34
1117,0,1,1,2,0,0.16032872589902852,7.566841245742494,332,6,1334541014,0,0,224,270
2149,1,1,0,1,1,4.70902740305165,6.54594215728213,332,5,1260053446,0,0,224,271
1118,0,1,1,1,0,0.20166348013904328,7.9889622888723055,332,6,1215890425,0,0,224,258
2150,1,1,0,0,0,0.30140680731160896,6.965589801992489,34404,6,1436498258,0,0,240,34
1119,0,1,1,0,0,3.646835505920968,7.896792319118805,332,4,1334989131,0,0,224,271
2153,1,1,0,1,2,4.38335742489541,5.88584283055314,332,5,45778,0,0,224,783
112,0,1,0,0,1,1.781154434546749,6.621583408901445,332,5,1325128845,0,0,224,8450
2170,1,1,0,0,0,2.58071640488736,6.048414667150631,34404,5,1328935683,0,0,240,34
1120,0,1,1,0,0,0.6417950218118956,7.99433885216769,332,4,1331754463,0,0,224,271
2171,1,1,0,4,1,0.19743807838821048,5.892994898959901,34404,11,131104,36864,151,240,39
1121,0,1,1,0,0,3.2550018893355985,7.946475500584268,332,4,1331893517,0,0,224,271
2183,1,1,0,3,1,0.19743807838821048,5.910669757012289,34404,9,38260,0,0,240,559
1122,0,1,1,0,0,3.770000384660344,7.765371318877032,332,4,1332675903,0,0,224,271
2199,1,1,0,4,1,0.19743807838821048,5.89358890619889,34404,11,0,31232,145,240,39
1123,0,1,0,5,5,0.12943919267108936,6.050003635954468,332,8,1342320027,0,0,224,270
221,1,1,0,4,1,0.2044881574398449,6.0362604935132325,34404,11,20396064,82944,305,240,39
1124,0,1,1,0,0,3.5784614234363934,7.876707580832912,332,4,1299454751,0,0,224,258
2213,1,1,0,0,0,0.10191042566270775,6.136254334071384,332,3,1343350737,0,0,224,258
1125,0,1,0,3,0,0.9727296750744064,6.608868777824585,332,7,1326821167,0,0,224,258
2216,1,1,0,0,0,3.104899957059892,6.17547688352128,332,5,1343345237,0,0,224,290
1126,0,1,1,0,1,3.9730581141264865,7.9181605409750375,332,4,0,0,0,224,271
2217,1,1,0,4,1,0.17014565200323517,6.030827495334531,34404,11,39778320,36864,160,240,39
1127,0,1,1,0,0,6.2038731887726595,7.848324672987828,332,3,1303612651,0,0,224,258
2263,1,1,0,0,0,3.7951396941049658,6.567478488626871,332,4,1267348455,0,0,224,258
1128,0,1,1,0,0,0.7117269336793272,7.903448157688277,332,4,1344193048,0,0,224,271
2264,1,1,0,0,0,0.34975837046517655,5.705473480791107,34404,5,1328933620,0,0,240,34
113,0,1,1,1,0,0.26767691018760964,7.988027131638317,332,6,1207755291,0,0,224,258
2283,1,1,0,3,1,0.2108262677871819,6.23123898282941,34404,9,0,0,0,240,559
1130,0,1,0,5,5,0.416541661794913,6.050152888536053,332,8,1342144805,0,0,224,270
2285,1,1,0,3,1,0.2044881574398449,6.284691478921925,34404,9,154516,0,0,240,559
1131,0,1,0,0,0,0.42013066021895284,7.09459448817126,332,4,1319571264,0,0,224,271
2288,1,1,0,1,1,1.212809163463453,6.676456050336772,332,6,1343351978,0,0,224,290
1132,0,1,0,0,0,4.365012601480641,6.977874823498909,332,4,1334380883,0,0,224,270
2297,1,1,0,1,2,4.295807014165602,6.370263985713073,332,5,119580,0,0,224,783
1133,0,1,1,0,0,1.9830356248394407,7.9544505147145,332,4,1334327096,0,0,224,271
2320,1,1,0,0,0,0.30754410475965943,5.695008779432782,332,5,1343345232,0,0,224,290
1134,0,1,1,0,0,0.711642622175128,7.904877078304299,332,4,1343833647,0,0,224,271
2330,1,1,0,0,0,2.6730631233857456,6.612716669979422,332,5,1503984600,0,0,224,258
1135,0,1,0,2,2,3.4767696612259815,6.2546140287286125,332,6,1336153680,0,0,224,270
2374,1,1,0,2,0,0.020393135236084953,6.646206368633099,332,6,1504860031,0,0,224,258
1136,0,1,1,0,0,5.961707223047701,7.921891209022322,332,4,1343676558,0,0,224,271
2382,1,1,0,1,0,2.640795517075621,5.850713597661951,34404,6,1328933705,0,0,240,34
1137,0,1,0,0,1,1.5188663894004322,6.643716243363036,332,5,1333985584,0,0,224,8450
2387,1,1,0,0,0,1.4452117993945255,6.4421658497601,34404,6,1439585446,0,0,240,34
1138,0,1,1,0,0,6.2163773115844805,7.684076627241681,332,3,1297911846,0,0,224,258
2402,1,1,0,0,0,0.08153941234324169,5.569512282636402,332,3,1341816965,0,0,224,258
1139,0,1,1,0,0,6.061911298078082,7.915349603967547,332,4,1345496641,0,0,224,271
2411,1,1,0,0,0,0.08153941234324169,5.7317782417926795,332,3,1343348683,0,0,224,258
114,0,1,1,0,0,2.006387977875609,7.757642375180296,332,5,1332914444,0,0,224,270
247,1,1,0,4,1,0.19743807838821048,5.943131165796019,34404,11,0,29184,132,240,39
1140,0,1,1,0,0,4.6429119615055505,7.812085957170233,332,4,1341428367,0,0,224,271
2470,1,1,0,4,1,0.19743807838821048,5.966243935413245,34404,11,31541280,39936,142,240,39
1141,0,1,1,0,0,3.9002684118479682,7.736191215309829,332,4,1344630696,0,0,224,271
2478,1,1,0,0,0,0.3085229346600516,6.147118633077434,34404,5,1328933619,0,0,240,34
1142,0,1,0,2,2,3.476640572822251,6.244936988902278,332,6,1336278234,0,0,224,270
2492,1,1,0,4,1,0.1991075177871819,6.148597444998503,34404,11,37181472,62464,201,240,39
1143,0,1,0,0,0,2.6080500521801606,6.643844233661688,332,5,1333758959,0,0,224,8450
2494,1,1,0,4,1,0.19743807838821048,5.877186845554765,34404,11,0,27648,97,240,39
1145,0,1,1,0,0,0.7091889777668869,7.90431572631837,332,4,1343891857,0,0,224,271
2497,1,1,0,3,1,0.17014565200323517,5.975834391819583,34404,11,2687016992,0,0,240,558
1146,0,1,1,0,0,0.0821922343215099,7.944127200610645,332,4,1305462840,0,0,224,271
2498,1,1,0,0,0,1.989566259925866,6.195531406419263,332,4,1328931506,0,0,224,290
1147,0,1,1,0,0,0.06784557522715084,7.943848972262016,332,4,1300731694,0,0,224,271
250,1,1,0,4,1,0.19743807838821048,5.952798031629017,34404,11,0,32768,139,240,39
1148,0,1,1,0,0,4.9742764231833085,7.985232607865297,332,4,1342594396,0,0,224,271
2504,1,1,0,0,0,0.31780982431271465,5.8595479953282785,34404,6,1436498345,0,0,240,34
1149,0,1,1,0,0,0.06784557522715084,7.943903501501518,332,4,1300731694,0,0,224,271
2505,1,1,0,0,0,1.035581370619031,3.3481045197301036,332,2,1504844046,0,0,224,8450
115,0,1,1,0,0,3.967248013389364,7.8254104229961365,332,4,1336033167,0,0,224,271
2508,1,1,0,1,0,0.28655982431271465,6.228025524847853,34404,7,1436498063,0,0,240,34
1150,0,1,1,1,0,0.25674449707982605,7.988884939784989,332,6,1213896687,0,0,224,258
2552,1,1,0,3,1,0.2044881574398449,6.245655389256201,34404,9,0,0,0,240,559
1151,0,1,0,0,0,4.368365200035943,6.864776558995337,332,4,1334054425,0,0,224,270
2556,1,1,0,1,2,4.639281477077287,6.274227951136283,332,5,86782,0,0,224,783
1152,0,1,1,0,0,2.037838402088327,7.723899512006752,332,4,1335891008,0,0,224,270
257,1,1,0,1,0,0.020393135236084953,6.478498030941544,332,5,1504860121,0,0,224,258
1153,0,1,1,4,0,0.020393135236084953,7.990688805398586,332,8,1335945737,0,0,224,258
2584,1,1,0,3,1,0.19743807838821048,5.864272475828998,34404,9,38656,0,0,240,559
1154,0,1,1,0,0,3.927427269109975,7.863462217656347,332,4,1334823586,0,0,224,271
2592,1,1,0,1,0,1.2606901947820393,5.944224482178774,34404,6,1328957806,0,0,240,34
1155,0,1,1,0,1,4.126315568530637,7.8528882127754605,332,4,1302935608,0,0,224,271
2601,1,1,0,1,1,0.2005819074398449,6.514842464556905,332,7,3141545202,0,0,224,33166
1156,0,1,0,0,0,1.5771066802569238,7.132678657053712,332,4,1335375699,0,0,224,270
2611,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
1157,0,1,1,4,4,4.24241247969564,7.670160344796053,332,8,1333055683,0,0,224,270
2625,1,1,0,0,0,0.00984533685142915,6.432151513010954,332,3,1328930439,0,0,224,258
1158,0,1,1,1,0,0.2672130101558982,7.989170460859296,332,6,1213897396,0,0,224,258
2640,1,1,0,0,0,0.08153941234324169,5.747449060257617,332,3,1343348626,0,0,224,258
1159,0,1,1,0,0,4.9716267635109705,7.976909458593704,332,4,1342983738,0,0,224,271
2642,1,1,0,0,0,0.10191042566270775,5.9851033930794815,332,3,1343334454,0,0,224,258
116,0,1,1,0,0,5.9681364935648755,7.914727453473641,332,4,1345468244,0,0,224,271
2643,1,1,0,4,1,0.19743807838821048,5.804540778475884,34404,11,9868368,31744,149,240,39
1160,0,1,1,0,0,3.163304304703028,7.941596346340319,332,4,1334572662,0,0,224,271
2645,1,1,0,0,0,3.1037330723248826,6.029725084031597,34404,6,1343336120,0,0,240,34
1161,0,1,0,0,0,0.020393135236084953,6.830718758477937,332,4,1297997552,0,0,224,258
2647,1,1,0,0,0,0.013126943721219527,4.912222838121738,332,3,1217328826,0,0,224,270
1162,0,1,0,0,0,2.6086014316113997,6.621235081972107,332,5,1327341883,0,0,224,8450
2651,1,1,0,2,1,3.6401124346681106,6.445539641084178,34404,8,1487835661,0,0,240,34
1163,0,1,1,0,0,4.976590990421991,7.975693541482045,332,4,1342295985,0,0,224,271
2680,1,1,0,0,0,0.24905252604825584,6.699096440460904,332,5,1436499257,0,0,224,258
1164,0,1,1,3,2,2.0438345516360648,7.719826117328802,332,7,1332838857,0,0,224,270
2684,1,1,0,3,1,0.2044881574398449,6.2130929385777565,34404,9,0,0,0,240,559
1165,0,1,1,5,0,0.41684622993819864,7.9711261394198685,332,9,1297596187,0,0,224,258
2703,1,1,0,1,2,3.633301700086683,6.249451477539115,332,5,58082,0,0,224,783
1166,0,1,1,0,0,4.210414460260621,7.8438486144374915,332,4,1335515320,0,0,224,271
2704,1,1,0,3,1,0.186582516434666,6.109643625330665,34404,10,0,0,0,240,559
1167,0,1,1,0,0,1.1369952838140192,7.967227227236679,332,4,1331844927,0,0,224,271
2715,1,1,0,0,0,0.013126943721219527,6.133362766903562,332,3,1337352429,0,0,224,258
1168,0,1,0,5,0,0.16032872589902852,7.080747689745708,332,9,1335130825,0,0,224,270
2720,1,1,0,0,0,1.5785652124281468,6.443665732654674,332,4,1009847899,0,0,224,259
1169,0,1,1,0,0,4.010330680337436,7.731928678062408,332,4,1344755412,0,0,224,271
2721,1,1,0,0,0,0.39826507474477,6.545530107050522,332,5,1436498744,0,0,224,258
117,0,1,1,0,0,3.8762075116214882,7.736413818549328,332,4,1344608860,0,0,224,271
2724,1,1,0,3,1,0.19743807838821048,6.059827132597853,34404,9,805392901,0,0,240,559
1170,0,1,1,0,0,4.963303287065571,7.98577981900063,332,4,1342594396,0,0,224,271
2727,1,1,0,0,0,3.408131813176632,6.483404363606882,332,5,1479534894,0,0,224,258
1171,0,1,1,0,0,6.0550383044511955,7.969450248464964,332,4,1345643715,0,0,224,271
2728,1,1,0,1,2,4.033647034903327,6.2503115446456405,332,5,37520,0,0,224,783
1172,0,1,1,0,0,4.210414460260621,7.84765447612576,332,4,1335515320,0,0,224,271
2734,1,1,0,4,1,0.1991075177871819,5.988478473701159,34404,11,25557024,61440,193,240,39
1173,0,1,0,0,0,2.609070143501808,6.64409803675466,332,5,1333758724,0,0,224,8450
2738,1,1,0,0,0,0.10191042566270775,5.715943122535129,332,3,1343348721,0,0,224,258
1174,0,1,1,0,0,0.7097113464052017,7.904638316457586,332,4,1343849227,0,0,224,271
2739,1,1,0,2,2,0.2108262677871819,6.715514659326925,332,9,1432138456,0,0,224,33166
1175,0,1,1,0,0,6.378310275505309,7.823405180036036,332,4,1343473788,0,0,224,271
2742,1,1,0,0,0,2.411257734278467,6.8117595881903314,34404,6,1477377468,0,0,240,34
1176,0,1,0,4,0,0.16032872589902852,7.078422330567901,332,8,1334892050,0,0,224,270
2747,1,1,0,4,1,0.19743807838821048,5.958765285023398,34404,11,0,28672,123,240,39
1177,0,1,1,0,0,0.7092488123832283,7.903708357636733,332,4,1343978785,0,0,224,271
2754,1,1,0,0,0,1.405147964674351,6.241032166859315,34404,6,1394853542,0,0,240,34
1178,0,1,1,0,0,6.36930178598568,7.921247628440423,332,4,1343380244,0,0,224,271
2763,1,1,0,4,1,0.2044881574398449,6.0647380274505265,34404,11,38692896,162816,422,240,39
1179,0,1,1,0,0,3.770000384660344,7.766817969561415,332,4,1332675903,0,0,224,271
2773,1,1,0,1,2,3.71877709609381,6.168835332643476,332,5,33376,0,0,224,783
118,0,1,1,0,0,3.469171587925266,7.830966452537598,332,4,1340783524,0,0,224,271
2774,1,1,0,0,0,1.9694678213156571,6.285031580387285,34404,5,1463818747,0,0,240,35
1180,0,1,1,0,0,4.206686935448474,7.858233953555265,332,4,1335379208,0,0,224,271
2777,1,1,0,1,0,0.22187125520435458,5.966489693329738,34404,7,1436498814,0,0,240,34
1181,0,1,1,0,0,4.224082501265148,7.837807291361449,332,4,1335210826,0,0,224,271
2779,1,1,0,3,1,0.17014565200323517,5.965665091464495,34404,9,0,0,0,240,559
1182,0,1,1,0,0,2.1343033661039,7.870352403218818,332,4,1331321630,0,0,224,271
2791,1,1,0,3,1,0.2044881574398449,5.811415706023947,34404,9,291196,0,0,240,559
1183,0,1,0,5,0,0.16032872589902852,7.080741455614859,332,9,1335108035,0,0,224,270
28,1,1,0,0,0,3.5707740149330185,6.262577161696068,34404,6,1343338715,0,0,240,34
1184,0,1,1,0,0,6.631288730402028,7.8759705095986385,332,4,1333570409,0,0,224,271
2800,1,1,0,0,0,3.6415878066671232,6.316346035710049,34404,5,1469602354,0,0,240,35
1186,0,1,1,4,0,0.020393135236084953,7.982303892454763,332,8,1336941911,0,0,224,258
2821,1,1,0,4,1,0.19743807838821048,5.9891118121915055,34404,11,38791200,42496,169,240,39
1187,0,1,0,0,0,6.603010584051199,7.371026265973635,332,4,1333485320,0,0,224,271
2835,1,1,0,1,1,3.9933327649109693,6.224496535883776,332,6,1495626250,0,0,224,258
1188,0,1,1,0,0,5.859544433261737,7.924537688850854,332,4,1136927116,0,0,224,259
2837,1,1,0,0,0,3.753097574976132,6.251704984343772,34404,5,1484856387,0,0,240,35
1189,0,1,1,0,0,0.020393135236084953,7.86105248674802,332,4,1304494798,0,0,224,258
2841,1,1,0,0,0,0.10191042566270775,5.484152298170118,332,3,1343347157,0,0,224,258
119,0,1,1,0,0,3.6455248594362097,7.896872443584326,332,4,1335031099,0,0,224,271
2851,1,1,0,3,1,0.17014565200323517,6.020934114996827,34404,10,65550,0,0,240,559
1190,0,1,0,0,0,4.415599964165836,5.8329951346343965,332,4,1336507482,0,0,224,259
2876,1,1,0,1,2,4.634461938392349,6.349319356770687,332,5,791462,0,0,224,783
1191,0,1,0,0,0,0.09800417566270775,6.643418276749871,332,3,1401245922,0,0,224,258
29,1,1,0,3,1,0.2069200177871819,6.202473978335611,34404,9,0,0,0,240,559
1192,0,1,0,0,0,4.373239192229603,6.979971360679111,332,4,1334121672,0,0,224,270
2921,1,1,0,1,1,0.6300126133332828,5.894044421213085,332,6,1343345240,0,0,224,290
1193,0,1,1,1,0,0.2669090276124811,7.988061119118189,332,6,1212819073,0,0,224,258
2924,1,1,0,0,0,0.9516329371878819,6.102830950291276,34404,6,1436498049,0,0,240,34
1194,0,1,1,0,1,3.9643248019803883,7.784995446852018,332,4,0,0,0,224,271
2925,1,1,0,0,0,2.0416316831435877,5.9685274738309735,34404,5,1328933625,0,0,240,34
1195,0,1,1,1,0,3.0473513214874757,7.669234137062719,332,5,1332323405,0,0,224,270
2937,1,1,0,0,0,3.966944852240726,6.399958421132478,34404,5,1472773691,0,0,240,35
1196,0,1,1,2,0,3.821256465068245,7.999667746814394,332,3,1351107787,0,0,224,259
2940,1,1,0,3,1,0.19743807838821048,5.9603300641599954,34404,9,38500,0,0,240,559
1197,0,1,1,0,0,6.202076165401581,7.806413288997379,332,4,1332842084,0,0,224,271
2942,1,1,0,1,2,4.095719993394372,6.27791144986894,332,5,90950,0,0,224,783
1199,0,1,0,0,0,2.6077430934769925,6.675386128533215,332,5,1334927883,0,0,224,8450
2952,1,1,0,0,0,0.08153941234324169,5.793677286449459,332,3,1464734746,0,0,224,34
12,0,1,1,0,0,0.9056837402133149,7.965028773900303,332,4,1341585868,0,0,224,271
296,1,1,0,4,1,0.19743807838821048,5.825580158629446,34404,11,1919311719,36352,153,240,39
120,0,1,0,0,0,2.6052381954354966,6.644047542284788,332,5,1333760257,0,0,224,8450
2962,1,1,0,0,0,3.390700663207852,6.028530376023056,34404,6,1394855109,0,0,240,34
1200,0,1,1,0,0,3.9650989591866823,7.731626836310756,332,4,1344755412,0,0,224,271
2966,1,1,0,0,0,2.082176390638578,6.63579887276009,332,5,1439346108,0,0,224,258
1201,0,1,1,0,0,0.08952421866257136,7.61880828284771,332,4,1305462840,0,0,224,271
2969,1,1,0,0,0,0.09800417566270775,5.734887221371778,332,3,1461235706,0,0,224,258
1202,0,1,1,0,0,3.816399394457816,7.763278527520268,332,4,1332535995,0,0,224,271
2976,1,1,0,1,2,3.411592408691477,6.127732459489861,332,5,29248,0,0,224,783
1204,0,1,1,0,0,1.1369952838140192,7.9667511968688745,332,4,1331844927,0,0,224,271
2980,1,1,0,0,0,4.518886056082878,6.275840485859624,332,5,1482289023,0,0,224,258
1205,0,1,1,0,0,4.974435842631383,7.976586928687552,332,4,1342295985,0,0,224,271
2996,1,1,0,3,1,0.1794325416558982,6.311989204494892,34404,9,0,0,0,240,559
1206,0,1,0,5,5,0.416541661794913,6.048835297630616,332,8,1342124599,0,0,224,270
2997,1,1,0,0,0,4.309194441525836,6.180194057963813,34404,6,1484588931,0,0,240,34
1207,0,1,1,0,0,3.8910064187854547,7.855260523847056,332,4,1334948483,0,0,224,271
3002,1,1,0,3,1,0.19743807838821048,6.0335789062616225,34404,9,38360,0,0,240,559
1208,0,1,0,0,0,0.39408806322024814,6.622782522154343,332,4,1319571264,0,0,224,271
3005,1,1,0,0,0,1.8567854192151836,6.3787032249999145,34404,4,1368109337,0,0,240,35
1209,0,1,0,5,0,0.16032872589902852,7.080750661399285,332,9,1335139242,0,0,224,270
3013,1,1,0,0,0,3.123952152528828,6.127194159700685,34404,6,1436498159,0,0,240,34
121,0,1,1,0,1,4.0019450067934805,7.881586933629746,332,4,1302935608,0,0,224,271
3016,1,1,0,0,0,2.1307296815515757,6.583049830604781,332,5,1487835008,0,0,224,258
1210,0,1,0,0,0,4.365141205131968,6.830278142897748,332,4,1334024436,0,0,224,270
3026,1,1,0,0,0,3.3904026311807476,6.323703161699146,332,5,1439586048,0,0,224,258
1211,0,1,1,0,0,3.8323772530187012,7.731179230874771,332,4,1344542973,0,0,224,271
3052,1,1,0,0,0,2.54728733297266,6.058032888142556,34404,6,1437100396,0,0,240,34
1212,0,1,0,0,0,4.662658187736697,6.672806285785932,332,4,1294577166,0,0,224,259
3057,1,1,0,0,0,0.1833387916558982,7.274124436465149,332,5,1436499018,0,0,224,258
1213,0,1,1,0,0,6.63340146205711,7.692212153286887,332,4,1333436105,0,0,224,271
3063,1,1,0,0,0,2.3669591469499696,6.151300898761995,34404,6,1436498001,0,0,240,34
1214,0,1,0,0,0,2.604134379144955,6.6439017700302205,332,5,1333761802,0,0,224,8450
3082,1,1,0,1,2,4.655745456990692,6.255357807434573,332,5,86790,0,0,224,783
1216,0,1,1,0,0,1.660741470390731,7.638049127391624,332,4,1333049654,0,0,224,271
3084,1,1,0,3,1,0.19743807838821048,5.831977103188925,34404,9,38478,0,0,240,559
1217,0,1,1,0,1,4.053747327648645,7.882445246235049,332,4,0,0,0,224,271
3089,1,1,0,0,0,2.6238708727666324,6.137978012373512,332,5,1500533125,0,0,224,258
1218,0,1,1,0,0,3.9179262909822286,7.736525954561388,332,4,1344630696,0,0,224,271
3090,1,1,0,0,0,1.8731187130551363,5.27184654600447,34404,2,1217329007,0,0,240,302
122,0,1,1,0,0,2.9634801871081997,7.965760391207671,332,4,1331800726,0,0,224,271
3104,1,1,0,0,0,3.398740957745201,5.799936323664367,34404,4,1484860116,0,0,240,35
1220,0,1,0,9,9,0.7084378349416649,6.542296899736425,332,12,1339866005,0,0,224,270
3122,1,1,0,1,2,4.1215077123275,6.177594011523657,332,5,45878,0,0,224,783
1222,0,1,1,1,0,2.5925294581447997,7.693707425269242,332,5,1332843620,0,0,224,270
3133,1,1,0,3,1,0.19743807838821048,5.982382907061261,34404,9,38408,0,0,240,559
1223,0,1,1,0,0,6.374244126291662,7.921394177728812,332,4,1343414552,0,0,224,271
3135,1,1,0,1,0,0.6302524537050259,6.125639954723256,34404,7,1473222158,0,0,240,34
